Product Name,Order YearMonth,Order Quantity,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Inventory to Sales Delta
Glove It Imperial Golf Towel,0,0.0,201708,0,2.0322,0.0
Bridgestone e6 Straight Distance NFL Carolina,0,0.0,201708,0,1.21803,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,0,0.0,201708,0,2.16324,0.0
Team Golf Tennessee Volunteers Putter Grip,0,0.0,201708,0,0.86061,0.0
Titleist Pro V1x High Numbers Personalized Go,0,0.0,201708,0,2.31444,0.0
Nike Men's Deutschland Weltmeister Winners Bl,0,0.0,201708,0,1.57126,0.0
Bridgestone e6 Straight Distance NFL San Dieg,0,0.0,201708,0,0.60443,0.0
Nike Women's Tempo Shorts,0,0.0,201708,0,1.09101,0.0
Team Golf Texas Longhorns Putter Grip,0,0.0,201708,0,0.23231,0.0
Hirzl Women's Soffft Flex Golf Glove,0,0.0,201708,0,1.87235,0.0
Hirzl Women's Hybrid Golf Glove,0,0.0,201708,0,2.14135,0.0
Team Golf Pittsburgh Steelers Putter Grip,0,0.0,201708,0,0.98665,0.0
Top Flite Women's 2017 XL Hybrid,0,0.0,201708,0,0.86753,0.0
Nike Dri-FIT Crew Sock 6 Pack,0,0.0,201708,0,0.36122,0.0
TYR Boys' Team Digi Jammer,0,0.0,201708,0,0.56969,0.0
Team Golf San Francisco Giants Putter Grip,0,0.0,201708,0,1.01393,0.0
Clicgear Rovic Cooler Bag,0,0.0,201708,0,2.16373,0.0
Hirzl Men's Hybrid Golf Glove,0,0.0,201708,0,2.01868,0.0
Titleist Pro V1x Golf Balls,0,0.0,201708,0,1.00955,0.0
adidas Men's Germany Black Crest Away Tee,0,0.0,201708,0,0.46299,0.0
Titleist Pro V1 High Numbers Personalized Gol,0,0.0,201708,0,1.97881,0.0
Under Armour Hustle Storm Medium Duffle Bag,0,0.0,201708,0,1.44777,0.0
Under Armour Women's Ignite PIP VI Slide,0,0.0,201708,0,1.66854,0.0
Bag Boy Beverage Holder,0,0.0,201708,0,1.75778,0.0
Under Armour Men's Tech II T-Shirt,0,0.0,201708,0,1.19344,0.0
Team Golf New England Patriots Putter Grip,0,0.0,201708,0,0.42616,0.0
Under Armour Men's Compression EV SL Slide,0,0.0,201708,0,0.2529,0.0
Bridgestone e6 Straight Distance NFL Tennesse,0,0.0,201708,0,1.84156,0.0
Glove It Women's Mod Oval Golf Glove,0,0.0,201708,0,1.13073,0.0
Titleist Pro V1x High Numbers Golf Balls,0,0.0,201708,0,1.04799,0.0
Nike Women's Legend V-Neck T-Shirt,0,0.0,201708,0,2.18049,0.0
Under Armour Kids' Mercenary Slide,0,0.0,201708,0,2.11741,0.0
adidas Kids' F5 Messi FG Soccer Cleat,0,0.0,201708,0,0.3785,0.0
Children's heaters,0,0.0,201708,0,1.37983,0.0
Dell Laptop,0,0.0,201708,38,1.42505,38.0
Porcelain crafts,0,0.0,201708,6,1.77113,6.0
Sports Books,0,0.0,201708,0,0.44191,0.0
DVDs,0,0.0,201708,0,1.29943,0.0
Fighting video games,0,0.0,201708,0,1.7104,0.0
Summer dresses,0,0.0,201708,0,0.14235,0.0
Lawn mower,0,0.0,201708,0,1.62139,0.0
Adult dog supplies,0,0.0,201708,0,1.99222,0.0
Rock music,0,0.0,201708,0,1.4155,0.0
Toys,0,0.0,201708,0,0.53148,0.0
First aid kit,0,0.0,201708,0,0.10296,0.0
Smart watch,0,0.0,201708,0,0.91984,0.0
Baby sweater,0,0.0,201708,0,0.27734,0.0
Men's gala suit,0,0.0,201708,0,1.92141,0.0
Merrell Men's All Out Flash Trail Running Sho,0,0.0,201708,0,2.08529,0.0
LIJA Women's Button Golf Dress,0,0.0,201708,0,0.57522,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,0,0.0,201708,1,0.28546,1.0
Cleveland Golf Collegiate My Custom Wedge 588,0,0.0,201708,0,0.88534,0.0
GolfBuddy VT3 GPS Watch,0,0.0,201708,1,2.27242,1.0
Pelican Maverick 100X Kayak,0,0.0,201708,0,1.6016,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201708,0,1.73782,0.0
Total Gym 1400,0,0.0,201708,0,2.00554,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201708,0,0.75699,0.0
Titleist Club Glove Travel Cover,0,0.0,201708,0,0.89685,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201708,0,0.50678,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201708,0,0.26788,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201708,0,1.29213,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201708,0,2.29053,0.0
SOLE E35 Elliptical,0,0.0,201708,9,2.18953,9.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201708,11,1.26353,11.0
SOLE E25 Elliptical,0,0.0,201708,33,2.32251,33.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201708,37,1.35716,37.0
ENO Atlas Hammock Straps,0,0.0,201707,0,1.15521,0.0
Nike Men's Comfort 2 Slide,0,0.0,201707,2,0.85838,2.0
adidas Youth Germany Black/Red Away Match Soc,0,0.0,201707,0,2.06286,0.0
Team Golf St. Louis Cardinals Putter Grip,0,0.0,201707,0,1.20583,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,0,0.0,201707,0,0.91713,0.0
Glove It Women's Imperial Golf Glove,0,0.0,201707,0,0.43424,0.0
Glove It Imperial Golf Towel,0,0.0,201707,0,0.32267,0.0
Bridgestone e6 Straight Distance NFL Carolina,0,0.0,201707,0,1.08005,0.0
Columbia Men's PFG Anchor Tough T-Shirt,0,0.0,201707,0,0.94429,0.0
Under Armour Women's Ignite Slide,0,0.0,201707,0,1.82665,0.0
Team Golf Tennessee Volunteers Putter Grip,0,0.0,201707,0,1.28822,0.0
Titleist Pro V1x High Numbers Personalized Go,0,0.0,201707,0,0.5462,0.0
Nike Men's Deutschland Weltmeister Winners Bl,0,0.0,201707,0,0.65972,0.0
Bridgestone e6 Straight Distance NFL San Dieg,0,0.0,201707,0,0.45077,0.0
Team Golf Texas Longhorns Putter Grip,0,0.0,201707,0,2.00123,0.0
Hirzl Women's Soffft Flex Golf Glove,0,0.0,201707,0,1.30468,0.0
Clicgear 8.0 Shoe Brush,0,0.0,201707,0,1.41717,0.0
Hirzl Women's Hybrid Golf Glove,0,0.0,201707,0,1.14552,0.0
Team Golf Pittsburgh Steelers Putter Grip,0,0.0,201707,0,1.41238,0.0
Top Flite Women's 2017 XL Hybrid,0,0.0,201707,0,1.05377,0.0
Glove It Urban Brick Golf Towel,0,0.0,201707,0,1.63813,0.0
Nike Dri-FIT Crew Sock 6 Pack,0,0.0,201707,0,2.05987,0.0
TYR Boys' Team Digi Jammer,0,0.0,201707,0,0.23133,0.0
Team Golf San Francisco Giants Putter Grip,0,0.0,201707,0,0.91894,0.0
Clicgear Rovic Cooler Bag,0,0.0,201707,0,1.33737,0.0
Hirzl Men's Hybrid Golf Glove,0,0.0,201707,0,1.88593,0.0
Titleist Pro V1x Golf Balls,0,0.0,201707,0,0.42413,0.0
Titleist Pro V1 High Numbers Personalized Gol,0,0.0,201707,0,0.23694,0.0
Under Armour Women's Micro G Skulpt Running S,0,0.0,201707,0,2.29366,0.0
Under Armour Hustle Storm Medium Duffle Bag,0,0.0,201707,0,1.31653,0.0
Under Armour Women's Ignite PIP VI Slide,0,0.0,201707,0,1.52808,0.0
Bag Boy Beverage Holder,0,0.0,201707,0,1.77729,0.0
Under Armour Men's Tech II T-Shirt,0,0.0,201707,0,2.26332,0.0
Team Golf New England Patriots Putter Grip,0,0.0,201707,0,0.24606,0.0
Under Armour Men's Compression EV SL Slide,0,0.0,201707,0,1.24288,0.0
Bridgestone e6 Straight Distance NFL Tennesse,0,0.0,201707,0,2.24631,0.0
Glove It Women's Mod Oval Golf Glove,0,0.0,201707,0,0.10349,0.0
Titleist Pro V1x High Numbers Golf Balls,0,0.0,201707,0,1.03752,0.0
Nike Women's Legend V-Neck T-Shirt,0,0.0,201707,0,0.71504,0.0
Under Armour Kids' Mercenary Slide,0,0.0,201707,0,2.06473,0.0
adidas Kids' F5 Messi FG Soccer Cleat,0,0.0,201707,0,0.68443,0.0
Children's heaters,0,0.0,201707,0,0.46565,0.0
Dell Laptop,0,0.0,201707,32,1.52892,32.0
Sports Books,0,0.0,201707,0,0.77783,0.0
DVDs,0,0.0,201707,0,0.11396,0.0
Fighting video games,0,0.0,201707,0,1.59213,0.0
Summer dresses,0,0.0,201707,0,0.88829,0.0
Lawn mower,0,0.0,201707,0,2.04382,0.0
Adult dog supplies,0,0.0,201707,0,0.33628,0.0
Rock music,0,0.0,201707,0,2.096,0.0
Elevation Training Mask 2.0,0,0.0,201707,0,1.94823,0.0
Toys,0,0.0,201707,0,1.69229,0.0
Bag Boy M330 Push Cart,0,0.0,201707,0,1.47983,0.0
First aid kit,0,0.0,201707,0,0.48736,0.0
CDs of rock,0,0.0,201707,0,2.05705,0.0
Polar FT4 Heart Rate Monitor,0,0.0,201707,4,0.39955,4.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201707,0,1.78886,0.0
The North Face Women's Recon Backpack,0,0.0,201707,0,0.4666,0.0
Smart watch,0,0.0,201707,0,0.63826,0.0
Baby sweater,0,0.0,201707,0,0.61959,0.0
MDGolf Pittsburgh Penguins Putter,0,0.0,201707,0,0.3938,0.0
Men's gala suit,0,0.0,201707,0,0.14645,0.0
TaylorMade Women's RBZ SL Rescue,0,0.0,201707,0,1.84907,0.0
Nike Men's Fingertrap Max Training Shoe,0,0.0,201707,2,0.40868,2.0
Pelican Maverick 100X Kayak,0,0.0,201707,0,1.07198,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201707,0,1.06817,0.0
Total Gym 1400,0,0.0,201707,0,1.97172,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201707,0,1.0542,0.0
Titleist Club Glove Travel Cover,0,0.0,201707,0,1.77712,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201707,0,0.6414,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201707,0,1.70369,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201707,0,0.36212,0.0
SOLE E35 Elliptical,0,0.0,201707,34,1.63055,34.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201707,32,1.60283,32.0
SOLE E25 Elliptical,0,0.0,201707,9,0.9439,9.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201707,28,2.25081,28.0
ENO Atlas Hammock Straps,0,0.0,201706,0,1.20475,0.0
Nike Men's Comfort 2 Slide,0,0.0,201706,0,2.28743,0.0
Team Golf St. Louis Cardinals Putter Grip,0,0.0,201706,0,0.91724,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,0,0.0,201706,0,1.25589,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,0,0.0,201706,0,1.15282,0.0
Glove It Women's Imperial Golf Glove,0,0.0,201706,0,0.56024,0.0
Glove It Imperial Golf Towel,0,0.0,201706,0,1.47611,0.0
Bridgestone e6 Straight Distance NFL Carolina,0,0.0,201706,0,2.2028,0.0
Columbia Men's PFG Anchor Tough T-Shirt,0,0.0,201706,0,0.44089,0.0
Team Golf Tennessee Volunteers Putter Grip,0,0.0,201706,0,1.47851,0.0
Titleist Pro V1x High Numbers Personalized Go,0,0.0,201706,0,1.32015,0.0
Nike Men's Deutschland Weltmeister Winners Bl,0,0.0,201706,0,1.6235,0.0
Bridgestone e6 Straight Distance NFL San Dieg,0,0.0,201706,0,1.8658,0.0
Nike Women's Tempo Shorts,0,0.0,201706,0,2.15346,0.0
Team Golf Texas Longhorns Putter Grip,0,0.0,201706,0,0.35761,0.0
Hirzl Women's Soffft Flex Golf Glove,0,0.0,201706,0,1.50291,0.0
Hirzl Women's Hybrid Golf Glove,0,0.0,201706,0,0.72629,0.0
Team Golf Pittsburgh Steelers Putter Grip,0,0.0,201706,0,2.21671,0.0
Nike Dri-FIT Crew Sock 6 Pack,0,0.0,201706,0,0.20852,0.0
TYR Boys' Team Digi Jammer,0,0.0,201706,0,0.67805,0.0
Team Golf San Francisco Giants Putter Grip,0,0.0,201706,0,0.19652,0.0
Clicgear Rovic Cooler Bag,0,0.0,201706,0,1.72732,0.0
Hirzl Men's Hybrid Golf Glove,0,0.0,201706,0,0.32433,0.0
Titleist Pro V1x Golf Balls,0,0.0,201706,0,0.25167,0.0
Titleist Pro V1 High Numbers Personalized Gol,0,0.0,201706,0,1.09782,0.0
Under Armour Women's Micro G Skulpt Running S,0,0.0,201706,0,0.47366,0.0
Under Armour Men's Tech II T-Shirt,0,0.0,201706,0,0.43732,0.0
Team Golf New England Patriots Putter Grip,0,0.0,201706,0,1.90522,0.0
Under Armour Men's Compression EV SL Slide,0,0.0,201706,0,1.88212,0.0
Bridgestone e6 Straight Distance NFL Tennesse,0,0.0,201706,0,0.76929,0.0
Nike Women's Legend V-Neck T-Shirt,0,0.0,201706,0,2.11371,0.0
Under Armour Kids' Mercenary Slide,0,0.0,201706,0,0.73945,0.0
adidas Kids' F5 Messi FG Soccer Cleat,0,0.0,201706,0,0.10476,0.0
Children's heaters,0,0.0,201706,0,0.22566,0.0
Dell Laptop,0,0.0,201706,21,2.28293,21.0
Sports Books,0,0.0,201706,0,1.25495,0.0
DVDs,0,0.0,201706,2,1.55092,2.0
Fighting video games,0,0.0,201706,0,1.94097,0.0
Summer dresses,0,0.0,201706,0,1.32017,0.0
Lawn mower,0,0.0,201706,0,2.2348,0.0
Adult dog supplies,0,0.0,201706,0,0.11856,0.0
Rock music,0,0.0,201706,0,0.45918,0.0
Toys,0,0.0,201706,0,1.4404,0.0
First aid kit,0,0.0,201706,0,0.92386,0.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201706,0,1.30968,0.0
The North Face Women's Recon Backpack,0,0.0,201706,0,1.86256,0.0
Smart watch,0,0.0,201706,0,0.5536,0.0
Baby sweater,0,0.0,201706,0,2.13875,0.0
Men's gala suit,0,0.0,201706,0,0.3867,0.0
Garmin Approach S3 Golf GPS Watch,0,0.0,201706,0,1.026,0.0
Merrell Women's Siren Mid Waterproof Hiking B,0,0.0,201706,0,0.88193,0.0
insta-bed Neverflat Air Mattress,0,0.0,201706,0,0.76251,0.0
Titleist Small Wheeled Travel Cover,0,0.0,201706,0,1.15274,0.0
Pelican Maverick 100X Kayak,0,0.0,201706,0,0.12034,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201706,0,0.53669,0.0
Total Gym 1400,0,0.0,201706,0,1.11371,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201706,0,1.24044,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201706,0,1.12957,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201706,0,0.25427,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201706,0,1.80071,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201706,0,1.19648,0.0
SOLE E35 Elliptical,0,0.0,201706,32,1.69033,32.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201706,28,0.37039,28.0
SOLE E25 Elliptical,0,0.0,201706,2,1.60383,2.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201706,12,2.22245,12.0
ENO Atlas Hammock Straps,0,0.0,201705,0,1.29473,0.0
Nike Men's Comfort 2 Slide,0,0.0,201705,0,1.50214,0.0
adidas Youth Germany Black/Red Away Match Soc,0,0.0,201705,0,0.99225,0.0
Team Golf St. Louis Cardinals Putter Grip,0,0.0,201705,0,1.35959,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,0,0.0,201705,0,0.50793,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,0,0.0,201705,0,1.57182,0.0
Glove It Women's Imperial Golf Glove,0,0.0,201705,0,2.13592,0.0
Bridgestone e6 Straight Distance NFL Carolina,0,0.0,201705,0,0.74477,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,0,0.0,201705,0,1.45881,0.0
Under Armour Women's Ignite Slide,0,0.0,201705,0,1.90555,0.0
Team Golf Tennessee Volunteers Putter Grip,0,0.0,201705,0,0.35819,0.0
Titleist Pro V1x High Numbers Personalized Go,0,0.0,201705,0,0.68835,0.0
Bridgestone e6 Straight Distance NFL San Dieg,0,0.0,201705,0,0.12892,0.0
Nike Women's Tempo Shorts,0,0.0,201705,0,2.04683,0.0
Team Golf Texas Longhorns Putter Grip,0,0.0,201705,0,1.09101,0.0
Hirzl Women's Soffft Flex Golf Glove,0,0.0,201705,0,1.48278,0.0
Clicgear 8.0 Shoe Brush,0,0.0,201705,0,2.18438,0.0
Hirzl Women's Hybrid Golf Glove,0,0.0,201705,0,0.78146,0.0
Team Golf Pittsburgh Steelers Putter Grip,0,0.0,201705,0,0.96468,0.0
Glove It Urban Brick Golf Towel,0,0.0,201705,0,1.94845,0.0
Nike Dri-FIT Crew Sock 6 Pack,0,0.0,201705,0,1.71921,0.0
TYR Boys' Team Digi Jammer,0,0.0,201705,0,1.15261,0.0
Team Golf San Francisco Giants Putter Grip,0,0.0,201705,0,1.09547,0.0
Clicgear Rovic Cooler Bag,0,0.0,201705,0,1.24046,0.0
Hirzl Men's Hybrid Golf Glove,0,0.0,201705,0,0.41625,0.0
adidas Men's Germany Black Crest Away Tee,0,0.0,201705,0,2.25532,0.0
Titleist Pro V1 High Numbers Personalized Gol,0,0.0,201705,0,1.80387,0.0
Under Armour Women's Micro G Skulpt Running S,0,0.0,201705,0,1.41444,0.0
Under Armour Hustle Storm Medium Duffle Bag,0,0.0,201705,0,1.81745,0.0
Under Armour Women's Ignite PIP VI Slide,0,0.0,201705,0,1.48813,0.0
Bag Boy Beverage Holder,0,0.0,201705,0,0.90656,0.0
Under Armour Men's Tech II T-Shirt,0,0.0,201705,0,2.08789,0.0
Team Golf New England Patriots Putter Grip,0,0.0,201705,0,1.74026,0.0
Under Armour Men's Compression EV SL Slide,0,0.0,201705,0,1.64186,0.0
Bridgestone e6 Straight Distance NFL Tennesse,0,0.0,201705,0,1.51269,0.0
Glove It Women's Mod Oval Golf Glove,0,0.0,201705,0,0.99653,0.0
Titleist Pro V1x High Numbers Golf Balls,0,0.0,201705,0,0.22784,0.0
Nike Women's Legend V-Neck T-Shirt,0,0.0,201705,0,1.94017,0.0
Under Armour Kids' Mercenary Slide,0,0.0,201705,0,2.04145,0.0
adidas Kids' F5 Messi FG Soccer Cleat,0,0.0,201705,0,2.25746,0.0
Children's heaters,0,0.0,201705,0,0.68155,0.0
Web Camera,0,0.0,201705,0,1.35203,0.0
Dell Laptop,0,0.0,201705,2,1.99901,2.0
Porcelain crafts,0,0.0,201705,0,1.72606,0.0
Sports Books,0,0.0,201705,0,0.14675,0.0
DVDs,0,0.0,201705,0,0.23813,0.0
Industrial consumer electronics,0,0.0,201705,0,0.48791,0.0
Fighting video games,0,0.0,201705,0,1.66,0.0
Summer dresses,0,0.0,201705,0,2.32042,0.0
Lawn mower,0,0.0,201705,0,1.51528,0.0
Adult dog supplies,0,0.0,201705,0,0.55813,0.0
Rock music,0,0.0,201705,0,0.98042,0.0
Toys,0,0.0,201705,0,0.84005,0.0
First aid kit,0,0.0,201705,0,0.2368,0.0
CDs of rock,0,0.0,201705,0,2.27018,0.0
The North Face Women's Recon Backpack,0,0.0,201705,2,0.29337,2.0
Smart watch,0,0.0,201705,0,0.54795,0.0
Baby sweater,0,0.0,201705,0,0.72648,0.0
Men's gala suit,0,0.0,201705,0,1.96074,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,0,0.0,201705,0,2.26298,0.0
Polar Loop Activity Tracker,0,0.0,201705,0,1.21978,0.0
Pelican Maverick 100X Kayak,0,0.0,201705,0,1.33469,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201705,0,0.46402,0.0
Total Gym 1400,0,0.0,201705,0,0.52282,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201705,0,1.92208,0.0
Titleist Club Glove Travel Cover,0,0.0,201705,0,0.80747,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201705,0,1.37316,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201705,0,2.12764,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201705,0,1.78541,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201705,0,2.24771,0.0
SOLE E35 Elliptical,0,0.0,201705,2,1.73186,2.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201705,19,1.65231,19.0
SOLE E25 Elliptical,0,0.0,201705,17,1.01005,17.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201705,21,1.96555,21.0
ENO Atlas Hammock Straps,0,0.0,201704,3,1.91688,3.0
Team Golf St. Louis Cardinals Putter Grip,0,0.0,201704,0,2.04675,0.0
Glove It Women's Imperial Golf Glove,0,0.0,201704,0,1.07625,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,0,0.0,201704,0,0.35899,0.0
Under Armour Women's Ignite Slide,0,0.0,201704,0,0.6306,0.0
Titleist Pro V1x High Numbers Personalized Go,0,0.0,201704,0,0.76759,0.0
Glove It Urban Brick Golf Towel,0,0.0,201704,0,0.79354,0.0
Hirzl Men's Hybrid Golf Glove,0,0.0,201704,0,0.88292,0.0
adidas Men's Germany Black Crest Away Tee,0,0.0,201704,0,2.34503,0.0
Titleist Pro V1 High Numbers Personalized Gol,0,0.0,201704,2,1.82,2.0
Under Armour Hustle Storm Medium Duffle Bag,0,0.0,201704,0,0.48024,0.0
Bag Boy Beverage Holder,0,0.0,201704,0,1.89356,0.0
Under Armour Men's Compression EV SL Slide,0,0.0,201704,0,0.22573,0.0
Bridgestone e6 Straight Distance NFL Tennesse,0,0.0,201704,0,1.14507,0.0
Titleist Pro V1x High Numbers Golf Balls,0,0.0,201704,0,2.33485,0.0
adidas Kids' F5 Messi FG Soccer Cleat,0,0.0,201704,0,2.22786,0.0
Children's heaters,0,0.0,201704,0,1.7125,0.0
Web Camera,0,0.0,201704,0,0.60638,0.0
Dell Laptop,0,0.0,201704,3,0.56985,3.0
Porcelain crafts,0,0.0,201704,0,0.67932,0.0
Sports Books,0,0.0,201704,0,2.19697,0.0
DVDs,0,0.0,201704,0,1.52327,0.0
Industrial consumer electronics,0,0.0,201704,0,0.70648,0.0
Fighting video games,0,0.0,201704,0,1.26348,0.0
Summer dresses,0,0.0,201704,0,1.19219,0.0
Lawn mower,0,0.0,201704,0,0.96015,0.0
Adult dog supplies,0,0.0,201704,0,0.41583,0.0
Rock music,0,0.0,201704,0,1.17605,0.0
Elevation Training Mask 2.0,0,0.0,201704,0,1.55239,0.0
LIJA Women's Mid-Length Panel Golf Shorts,0,0.0,201704,0,1.83195,0.0
Toys,0,0.0,201704,0,2.12219,0.0
Brooks Women's Ghost 6 Running Shoe,0,0.0,201704,0,2.32807,0.0
Nike Men's Free TR 5.0 TB Training Shoe,0,0.0,201704,0,1.64705,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,0,0.0,201704,0,1.02864,0.0
First aid kit,0,0.0,201704,0,1.74649,0.0
CDs of rock,0,0.0,201704,0,1.59133,0.0
LIJA Women's Argyle Golf Polo,0,0.0,201704,0,0.79704,0.0
TaylorMade White Smoke IN-12 Putter,0,0.0,201704,0,0.55742,0.0
Fitbit The One Wireless Activity & Sleep Trac,0,0.0,201704,0,1.35022,0.0
The North Face Women's Recon Backpack,0,0.0,201704,0,0.26606,0.0
Smart watch,0,0.0,201704,0,0.37939,0.0
Baby sweater,0,0.0,201704,0,0.16886,0.0
Men's gala suit,0,0.0,201704,0,2.10979,0.0
Garmin Approach S3 Golf GPS Watch,0,0.0,201704,0,2.30857,0.0
LIJA Women's Button Golf Dress,0,0.0,201704,0,2.33507,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,0,0.0,201704,0,0.69756,0.0
Cleveland Golf Collegiate My Custom Wedge 588,0,0.0,201704,0,1.37548,0.0
Nike Men's Fingertrap Max Training Shoe,0,0.0,201704,0,0.76882,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,0,0.0,201704,0,1.26299,0.0
GolfBuddy VT3 GPS Watch,0,0.0,201704,0,0.69638,0.0
Pelican Maverick 100X Kayak,0,0.0,201704,0,2.00027,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201704,0,1.426,0.0
Total Gym 1400,0,0.0,201704,0,0.56907,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201704,0,0.19279,0.0
Titleist Club Glove Travel Cover,0,0.0,201704,0,1.06547,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201704,0,0.7762,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201704,0,0.44545,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201704,0,1.62268,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201704,0,0.44325,0.0
SOLE E35 Elliptical,0,0.0,201704,26,0.24703,26.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201704,22,0.51866,22.0
SOLE E25 Elliptical,0,0.0,201704,2,1.26658,2.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201704,14,2.18772,14.0
LIJA Women's Eyelet Sleeveless Golf Polo,0,0.0,201703,3,1.03368,3.0
Titleist Pro V1x High Numbers Personalized Go,0,0.0,201703,0,2.15695,0.0
Team Golf Texas Longhorns Putter Grip,0,0.0,201703,0,0.12731,0.0
Hirzl Women's Soffft Flex Golf Glove,0,0.0,201703,5,2.11909,5.0
Top Flite Women's 2017 XL Hybrid,0,0.0,201703,0,1.27277,0.0
Under Armour Women's Ignite PIP VI Slide,0,0.0,201703,0,0.3046,0.0
Glove It Women's Mod Oval Golf Glove,0,0.0,201703,0,0.93273,0.0
Under Armour Kids' Mercenary Slide,0,0.0,201703,0,1.14825,0.0
Children's heaters,0,0.0,201703,0,1.50968,0.0
Web Camera,0,0.0,201703,0,1.37945,0.0
Dell Laptop,0,0.0,201703,5,2.04856,5.0
Porcelain crafts,0,0.0,201703,0,0.7137,0.0
Sports Books,0,0.0,201703,0,0.70763,0.0
DVDs,0,0.0,201703,0,1.48331,0.0
Industrial consumer electronics,0,0.0,201703,0,0.49854,0.0
Fighting video games,0,0.0,201703,0,0.86901,0.0
Summer dresses,0,0.0,201703,0,0.21262,0.0
Lawn mower,0,0.0,201703,0,1.06525,0.0
Adult dog supplies,0,0.0,201703,0,1.39757,0.0
Rock music,0,0.0,201703,0,0.18115,0.0
Elevation Training Mask 2.0,0,0.0,201703,0,0.37251,0.0
Toys,0,0.0,201703,0,1.80585,0.0
Merrell Women's Grassbow Sport Hiking Shoe,0,0.0,201703,0,1.33642,0.0
Nike Men's Free TR 5.0 TB Training Shoe,0,0.0,201703,0,1.79687,0.0
First aid kit,0,0.0,201703,0,1.52918,0.0
CDs of rock,0,0.0,201703,0,2.19858,0.0
Polar FT4 Heart Rate Monitor,0,0.0,201703,0,1.4583,0.0
LIJA Women's Argyle Golf Polo,0,0.0,201703,0,1.31521,0.0
TaylorMade White Smoke IN-12 Putter,0,0.0,201703,0,1.03998,0.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201703,0,1.70755,0.0
The North Face Women's Recon Backpack,0,0.0,201703,0,0.21998,0.0
Smart watch,0,0.0,201703,0,2.32836,0.0
Baby sweater,0,0.0,201703,0,2.25429,0.0
MDGolf Pittsburgh Penguins Putter,0,0.0,201703,0,0.69236,0.0
Men's gala suit,0,0.0,201703,0,0.3827,0.0
Merrell Men's All Out Flash Trail Running Sho,0,0.0,201703,0,0.17014,0.0
